Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Best_Companies,Number_of_employees,MarketCap_March31_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated
90,CHS,,"Food, Beverages & Tobacco",Food Production,yes,no,no,yes,5.0,yes,no,no,yes,no,10014,,47792,24.3,1679,203.1,18825,Jay D. Debertin,U.S.,Inver Grove Heights,MN,www.chsinc.com,Private,"A cooperative. Figures are for fiscal year ended Aug. 31, 2022.",,2023-08-02
91,Performance Food Group,PFGC,Wholesalers,Wholesalers: Food and Grocery,yes,no,no,yes,21.0,yes,no,no,yes,no,34825,9422.0,47194,61.6,113,176.4,12378,George L. Holm,U.S.,Richmond,VA,www.pfgc.com,Public,"Figures are for fiscal year ended June 30, 2022. Excise taxes have been deducted. Market value as of July 17, 2023.",9522.0,2023-08-02
92,PBF Energy,PBF,Energy,Petroleum Refining,yes,no,no,yes,38.0,yes,no,no,no,no,3616,5589.0,46830,71.8,2877,1145.4,13549,Thomas J. Nimbley,U.S.,Parsippany,NJ,www.pbfenergy.com,Public,"Excise taxes have been deducted. Market value as of July 17, 2023.",5020.0,2023-08-02
93,Nike,NKE,Apparel,Apparel,yes,no,no,yes,-10.0,no,yes,no,yes,no,79100,190161.0,46710,4.9,6046,5.6,40321,John J. Donahoe II,U.S.,Beaverton,OR,www.nike.com,Public,"Figures are for fiscal year ended May 31, 2022. Market value as of July 17, 2023.",167086.0,2023-08-02
94,Best Buy,BBY,Retailing,Specialty Retailers: Other,yes,no,yes,no,-26.0,no,yes,no,yes,no,71100,17066.0,46298,-10.6,1419,-42.2,15803,Corie S. Barry,U.S.,Richfield,MN,www.investors.bestbuy.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of July 17, 2023.",17952.0,2023-08-02
95,Bristol-Myers Squibb,BMY,Health Care,Pharmaceuticals,yes,no,no,yes,-13.0,no,yes,no,yes,no,34300,145780.0,46159,-0.5,6327,-9.5,96820,Giovanni Caforio,U.S.,New York,NY,www.bms.com,Public,"Market value as of July 17, 2023.",129937.0,2023-08-02
96,United Airlines Holdings,UAL,Transportation,Airlines,yes,no,no,yes,50.0,yes,no,no,no,no,92795,14474.0,44955,82.5,737,,67358,J. Scott Kirby,U.S.,Chicago,IL,www.united.com,Public,"Market value as of July 17, 2023.",17424.0,2023-08-02
97,Thermo Fisher Scientific,TMO,Technology,"Scientific, Photographic and Control Equipment",yes,no,no,yes,-5.0,no,yes,no,yes,no,130000,222150.0,44915,14.5,6950,-10.0,97154,Marc N. Casper,U.S.,Waltham,MA,www.thermofisher.com,Public,"Market value as of July 17, 2023.",202604.0,2023-08-02
98,Qualcomm,QCOM,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,9.0,yes,no,no,yes,no,51000,142252.0,44200,31.7,12936,43.0,49014,Cristiano R. Amon,U.S.,San Diego,CA,www.qualcomm.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of July 17, 2023.",137468.0,2023-08-02
99,Abbott Laboratories,ABT,Health Care,Medical Products and Equipment,yes,no,no,yes,-13.0,no,yes,no,yes,no,115000,175984.0,43653,1.3,6933,-2.0,74438,Robert B. Ford,U.S.,Abbott Park,IL,www.abbott.com,Public,"Market value as of July 17, 2023.",186067.0,2023-08-02
100,Coca-Cola,KO,"Food, Beverages & Tobacco",Beverages,yes,no,no,yes,-7.0,no,yes,no,yes,no,82500,268361.0,43004,11.3,9542,-2.3,92763,James R. Quincey,U.S.,Atlanta,GA,www.coca-colacompany.com,Public,"Market value as of July 17, 2023.",262978.0,2023-08-02
101,Oracle,ORCL,Technology,Computer Software,yes,no,yes,yes,-10.0,no,yes,no,yes,no,143000,250866.0,42440,4.8,6717,-51.1,109297,Safra A. Catz,U.S.,Austin,TX,www.oracle.com,Public,"Figures are for fiscal year ended May 31, 2022. Market value as of July 17, 2023.",322698.0,2023-08-02
102,Nucor,NUE,Materials,Metals,yes,no,no,yes,-4.0,no,yes,no,yes,no,31400,38917.0,41513,13.8,7607,11.4,32479,Leon J. Topalian,U.S.,Charlotte,NC,www.nucor.com,Public,"Market value as of July 17, 2023.",42062.0,2023-08-02
103,TIAA,,Financials,"Insurance: Life, Health (Mutual)",yes,no,yes,yes,-13.0,no,yes,no,yes,no,16070,,40911,0.9,494,-87.8,634457,Thasunda Brown Duckett,U.S.,New York,NY,www.tiaa.org,Private,,,2023-08-02
104,Massachusetts Mutual Life Insurance,,Financials,"Insurance: Life, Health (Mutual)",yes,no,no,yes,-4.0,no,yes,no,yes,no,10662,,40281,12.2,1485,365.0,381336,Roger W. Crandall,U.S.,Springfield,MA,www.massmutual.com,Private,,,2023-08-02
105,General Dynamics,GD,Aerospace & Defense,Aerospace & Defense,yes,no,yes,yes,-11.0,no,yes,no,yes,no,106500,62692.0,39407,2.4,3390,4.1,51585,Phebe N. Novakovic,U.S.,Reston,VA,www.gd.com,Public,"Market value as of July 17, 2023.",59358.0,2023-08-02
106,Capital One Financial,COF,Financials,Commercial Banks,yes,yes,no,yes,2.0,yes,no,no,yes,yes,55943,36776.0,38373,19.8,7360,-40.6,455249,Richard D. Fairbank,U.S.,McLean,VA,www.capitalone.com,Public,"Market value as of July 17, 2023.",43308.0,2023-08-02
107,HF Sinclair,DINO,Energy,Petroleum Refining,yes,no,no,yes,90.0,yes,no,no,no,no,5223,9492.0,38205,107.8,2923,423.5,18126,Tim Go,U.S.,Dallas,TX,www.hfsinclair.com,Public,"Excise taxes have been deducted. Market value as of July 17, 2023.",8858.0,2023-08-02
108,Dollar General,DG,Retailing,Specialty Retailers: Other,yes,no,no,yes,-2.0,no,yes,no,yes,no,170000,46114.0,37845,10.6,2416,0.7,29083,Jeffery C. Owen,U.S.,Goodlettsville,TN,www.dollargeneral.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of July 17, 2023.",35342.0,2023-08-02
109,Arrow Electronics,ARW,Wholesalers,Wholesalers: Electronics and Office Equipment,yes,no,no,yes,-5.0,no,yes,no,yes,no,22300,7278.0,37124,7.7,1427,28.8,21763,Sean J. Kerins,U.S.,Centennial,CO,www.arrow.com,Public,"Market value as of July 17, 2023.",8096.0,2023-08-02
110,Occidental Petroleum,OXY,Energy,"Mining, Crude-Oil Production",yes,no,yes,yes,25.0,yes,no,no,no,no,11973,56069.0,37095,38.6,13304,473.0,72609,Vicki A. Hollub,U.S.,Houston,TX,www.oxy.com,Public,"Market value as of July 17, 2023.",52872.0,2023-08-02
111,Northwestern Mutual,,Financials,"Insurance: Life, Health (Mutual)",yes,no,no,yes,-14.0,no,yes,no,yes,no,8323,,36921,0.5,912,-6.7,340390,John E. Schlifske,U.S.,Milwaukee,WI,www.northwesternmutual.com,Private,,,2023-08-02
112,Travelers,TRV,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,-9.0,no,yes,no,yes,no,32175,39783.0,36884,5.9,2842,-22.4,115717,Alan D. Schnitzer,U.S.,New York,NY,www.travelers.com,Public,"Market value as of July 17, 2023.",38940.0,2023-08-02
113,Northrop Grumman,NOC,Aerospace & Defense,Aerospace & Defense,yes,no,yes,yes,-12.0,no,yes,no,yes,no,95000,70203.0,36602,2.6,4896,-30.1,43755,Kathy J. Warden,U.S.,Falls Church,VA,www.northropgrumman.com,Public,"Market value as of July 17, 2023.",68981.0,2023-08-02
114,USAA,,Financials,Insurance: Property and Casualty (Stock),no,no,no,no,-18.0,no,yes,no,yes,no,36820,,36297,-3.1,-1296,-139.3,204005,Wayne Peacock,U.S.,San Antonio,TX,www.usaa.com,Private,,,2023-08-02
115,Honeywell International,HON,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,-10.0,no,yes,no,yes,no,97000,127695.0,35466,3.1,4966,-10.4,62275,Vimal Kapur,U.S.,Charlotte,NC,www.honeywell.com,Public,"Market value as of July 17, 2023.",138574.0,2023-08-02
116,3M,MMM,Chemicals,Chemicals,yes,no,no,no,-14.0,no,yes,no,yes,no,92000,57965.0,34229,-3.2,5777,-2.4,46455,Michael F. Roman,U.S.,St. Paul,MN,www.3m.com,Public,"Market value as of July 17, 2023.",56105.0,2023-08-02
117,US Foods Holding,USFD,Wholesalers,Wholesalers: Food and Grocery,yes,no,no,yes,,,,no,yes,no,29000,8568.0,34057,15.5,265,61.6,12773,David E. Flitman,U.S.,Rosemont,IL,www.usfoods.com,Public,"Market value as of July 17, 2023.",10199.0,2023-08-02
118,Warner Bros. Discovery,WBD,Media,Entertainment,no,no,no,yes,192.0,yes,no,no,no,no,37500,36778.0,33817,177.4,-7371,-832.7,134001,David M. Zaslav,U.S.,New York,NY,wbd.com,Public,"Market value as of July 17, 2023.",29988.0,2023-08-02
119,Lennar,LEN,Engineering & Construction,Homebuilders,yes,no,no,yes,12.0,yes,no,no,no,no,12012,29726.0,33671,24.1,4614,4.2,37984,Jonathan M. Jaffe,U.S.,Miami,FL,www.lennar.com,Public,"Figures are for fiscal year ended Nov. 30, 2022. Market value as of July 17, 2023.",37047.0,2023-08-02
120,D.R. Horton,DHI,Engineering & Construction,Homebuilders,yes,no,no,yes,4.0,yes,no,no,no,no,13237,33546.0,33480,20.5,5858,40.3,30351,David V. Auld,U.S.,Arlington,TX,www.drhorton.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of July 17, 2023.",43674.0,2023-08-02
121,Jabil,JBL,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,-2.0,no,yes,no,yes,no,250000,11750.0,33478,14.3,996,43.1,19717,Kenneth S. Wilson,U.S.,St. Petersburg,FL,www.jabil.com,Public,"Figures are for fiscal year ended Aug. 31, 2022. Market value as of July 17, 2023.",14759.0,2023-08-02
122,Cheniere Energy,LNG,Energy,Pipelines,yes,no,no,yes,111.0,yes,no,no,no,no,1551,38408.0,33428,110.7,1428,,41266,Jack A. Fusco,U.S.,Houston,TX,www.cheniere.com,Public,"Market value as of July 17, 2023.",37656.0,2023-08-02
123,Broadcom,AVGO,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,5.0,yes,no,no,no,no,20000,267473.0,33203,21.0,11495,70.7,73249,Hock E. Tan,U.S.,San Jose,CA,www.broadcom.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of July 17, 2023.",375688.0,2023-08-02
124,CarMax,KMX,Retailing,"Automotive Retailing, Services",yes,no,no,yes,50.0,yes,no,no,yes,yes,32647,10158.0,33197,65.2,1151,54.1,26338,William D. Nash,U.S.,Richmond,VA,www.carmax.com,Public,"Figures are for fiscal year ended Feb. 28, 2023. Market value as of July 17, 2023.",13241.0,2023-08-02
125,Starbucks,SBUX,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,yes,-5.0,no,yes,no,yes,no,402000,119677.0,32250,11.0,3282,-21.9,27978,Laxman Narasimhan,U.S.,Seattle,WA,www.starbucks.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of July 17, 2023.",115706.0,2023-08-02
126,Molina Healthcare,MOH,Health Care,Health Care: Insurance and Managed Care,yes,no,no,yes,-1.0,no,yes,no,no,no,15000,15586.0,31974,15.1,792,20.2,12314,Joseph M. Zubretsky,U.S.,Long Beach,CA,www.molinahealthcare.com,Public,"Market value as of July 17, 2023.",17485.0,2023-08-02
127,Uber Technologies,UBER,Technology,Internet Services and Retailing,no,no,no,yes,83.0,yes,no,no,no,no,32800,63840.0,31877,82.6,-9141,,32109,Dara Khosrowshahi,U.S.,San Francisco,CA,www.uber.com,Public,"Market value as of July 17, 2023.",92104.0,2023-08-02
128,Philip Morris International,PM,"Food, Beverages & Tobacco",Tobacco,yes,no,no,yes,-18.0,no,yes,no,yes,no,79800,150946.0,31762,1.1,9048,-0.7,61681,Jacek Olczak,U.S.,Stamford,CT,www.pmi.com,Public,"Excise taxes have been deducted. Market value as of July 17, 2023.",153590.0,2023-08-02
129,Netflix,NFLX,Media,Entertainment,yes,no,no,yes,-14.0,no,yes,no,yes,no,12800,153858.0,31616,6.5,4492,-12.2,48595,Ted Sarandos/Gregory K. Peters,U.S.,Los Gatos,CA,www.netflix.com,Public,"Market value as of July 17, 2023.",200066.0,2023-08-02
130,NRG Energy,NRG,Energy,Energy,yes,no,no,no,3.0,yes,no,no,no,no,6603,7965.0,31543,16.9,1221,-44.2,29146,Mauricio Gutierrez,U.S.,Houston,TX,www.nrg.com,Public,"Market value as of July 17, 2023.",8369.0,2023-08-02
131,Mondelez International,MDLZ,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,yes,-10.0,no,yes,no,yes,no,91000,95050.0,31496,9.7,2717,-36.8,71161,Dirk Van de Put,U.S.,Chicago,IL,www.mondelezinternational.com,Public,"Market value as of July 17, 2023.",97972.0,2023-08-02
132,Danaher,DHR,Health Care,Medical Products and Equipment,yes,no,no,yes,-14.0,no,yes,no,yes,no,80000,183764.0,31471,6.9,7209,12.1,84350,Rainer M. Blair,U.S.,Washington,DC,www.danaher.com,Public,"Market value as of July 17, 2023.",175443.0,2023-08-02
133,Salesforce,CRM,Technology,Computer Software,yes,yes,no,yes,3.0,yes,no,no,no,yes,79390,199780.0,31352,18.3,208,-85.6,98849,Marc R. Benioff,U.S.,San Francisco,CA,www.salesforce.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of July 17, 2023.",222072.0,2023-08-02
134,Paramount Global,PARA,Media,Entertainment,yes,no,no,yes,-18.0,no,yes,no,yes,no,27400,14657.0,31331,5.9,1104,-75.7,58393,Robert M. Bakish,U.S.,New York,NY,www.paramount.com,Public,"Includes revenues from discontinued operations. Market value as of July 17, 2023.",10108.0,2023-08-02
135,CBRE Group,CBRE,Financials,Real estate,yes,no,no,yes,-9.0,no,yes,no,no,no,115000,22563.0,30828,11.1,1407,-23.4,20513,Robert E. Sulentic,U.S.,Dallas,TX,www.cbre.com,Public,"Market value as of March 31, 2023.",22563.0,2023-06-05
136,Micron Technology,MU,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,-9.0,no,yes,no,no,no,48000,66036.0,30758,11.0,8687,48.2,66283,Sanjay Mehrotra,U.S.,Boise,ID,www.micron.com,Public,"Figures are for fiscal year ended Aug. 31, 2022. Market value as of March 31, 2023.",66036.0,2023-06-05
137,Visa,V,Business Services,Financial Data Services,yes,no,no,yes,10.0,yes,no,no,no,yes,26500,475307.0,29310,21.6,14957,21.5,85501,Ryan McInerney,U.S.,San Francisco,CA,www.visa.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",475307.0,2023-06-05
138,Southern,SO,Energy,Utilities: Gas and Electric,yes,no,no,yes,15.0,yes,no,no,no,no,27562,75948.0,29279,26.7,3524,47.3,134891,Christopher C. Womack,U.S.,Atlanta,GA,www.southerncompany.com,Public,"Market value as of March 31, 2023.",75948.0,2023-06-05
139,United Natural Foods,UNFI,Wholesalers,Wholesalers: Food and Grocery,yes,no,no,yes,-7.0,no,yes,no,no,no,30300,1565.0,28928,7.2,248,66.4,7628,Sandy Douglas,U.S.,Providence,RI,www.unfi.com,Public,"Figures are for fiscal year ended July 31, 2022. Market value as of March 31, 2023.",1565.0,2023-06-05
140,Paccar,PCAR,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,11.0,yes,no,no,no,no,31100,38251.0,28820,22.5,3012,62.6,33276,R. Preston Feight,U.S.,Bellevue,WA,www.paccar.com,Public,"Market value as of March 31, 2023.",38251.0,2023-06-05
141,Duke Energy,DUK,Energy,Utilities: Gas and Electric,yes,no,yes,yes,4.0,yes,no,no,no,no,27859,74344.0,28784,16.6,2550,-34.7,178086,Lynn J. Good,U.S.,Charlotte,NC,www.duke-energy.com,Public,"Includes revenues from discontinued operations. Excise taxes have been deducted. Market value as of March 31, 2023.",74344.0,2023-06-05
142,Eli Lilly,LLY,Health Care,Pharmaceuticals,yes,no,no,yes,-20.0,no,yes,no,no,no,39000,326351.0,28541,0.8,6245,11.9,49490,David A. Ricks,U.S.,Indianapolis,IN,www.lilly.com,Public,"Market value as of March 31, 2023.",326351.0,2023-06-05
143,Hewlett Packard Enterprise,HPE,Technology,"Computers, Office Equipment",yes,no,no,no,-20.0,no,yes,no,no,yes,60200,20643.0,28496,2.6,868,-74.7,57123,Antonio F. Neri,U.S.,Spring,TX,www.hpe.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",20643.0,2023-06-05
144,Dollar Tree,DLTR,Retailing,Specialty Retailers: Other,yes,no,no,yes,-7.0,no,yes,no,no,no,136287,31757.0,28332,7.6,1615,21.7,23022,Richard W. Dreiling,U.S.,Chesapeake,VA,www.dollartree.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",31757.0,2023-06-05
145,Lithia Motors,LAD,Retailing,"Automotive Retailing, Services",yes,no,no,yes,13.0,yes,no,no,no,no,21875,6337.0,28188,23.5,1251,18.0,15007,Bryan B. DeBoer,U.S.,Medford,OR,investors.lithiadriveway.com/,Public,"Market value as of March 31, 2023.",6337.0,2023-06-05
146,Cummins,CMI,Industrials,Industrial Machinery,yes,no,yes,yes,3.0,yes,no,no,no,no,73600,33811.0,28074,16.9,2151,0.9,30299,Jennifer Rumsey,U.S.,Columbus,IN,www.cummins.com,Public,"Acquired Meritor (2021 rank: 710), Aug. 3, 2022. Market value as of March 31, 2023.",33811.0,2023-06-05
147,Penske Automotive Group,PAG,Retailing,"Automotive Retailing, Services",yes,no,no,yes,-5.0,no,yes,no,no,no,26816,9795.0,27815,8.8,1380,16.2,14115,Roger S. Penske,U.S.,Bloomfield Hills,MI,www.penskeautomotive.com,Public,"Market value as of March 31, 2023.",9795.0,2023-06-05
148,PayPal Holdings,PYPL,Business Services,Financial Data Services,yes,no,no,no,-5.0,no,yes,no,no,no,29900,85917.0,27518,8.5,2419,-42.0,78717,Daniel H. Schulman,U.S.,San Jose,CA,www.paypal.com,Public,"Market value as of March 31, 2023.",85917.0,2023-06-05
149,U.S. Bancorp,USB,Financials,Commercial Banks,yes,no,no,yes,1.0,yes,no,no,no,no,76646,55221.0,27401,15.5,5825,-26.8,674805,Andrew J. Cecere,U.S.,Minneapolis,MN,www.usbank.com,Public,"Market value as of March 31, 2023.",55221.0,2023-06-05
150,Gilead Sciences,GILD,Health Care,Pharmaceuticals,yes,no,no,yes,-21.0,no,yes,no,no,no,17000,103614.0,27281,-0.1,4592,-26.2,63171,Daniel P. O&#039;Day,U.S.,Foster City,CA,www.gilead.com,Public,"Market value as of March 31, 2023.",103614.0,2023-06-05
151,AutoNation,AN,Retailing,"Automotive Retailing, Services",yes,no,no,yes,-10.0,no,yes,no,no,no,23600,6301.0,26985,4.4,1377,0.3,10060,Michael M. Manley,U.S.,Fort Lauderdale,FL,www.autonation.com,Public,"Market value as of March 31, 2023.",6301.0,2023-06-05
152,Nvidia,NVDA,Technology,Semiconductors and Other Electronic Components,yes,yes,no,yes,-18.0,no,yes,no,no,yes,26196,686092.0,26974,0.2,4368,-55.2,41182,Jensen Huang,U.S.,Santa Clara,CA,www.nvidia.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",686092.0,2023-06-05
153,Kraft Heinz,KHC,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,yes,-14.0,no,yes,no,no,no,37000,47448.0,26485,1.7,2363,133.5,90513,Miguel Patricio,U.S.,Chicago,IL,www.kraftheinzcompany.com,Public,"Market value as of March 31, 2023.",47448.0,2023-06-05
154,Amgen,AMGN,Health Care,Pharmaceuticals,yes,no,no,yes,-14.0,no,yes,no,no,no,25200,129089.0,26323,1.3,6552,11.2,65121,Robert A. Bradway,U.S.,Thousand Oaks,CA,www.amgen.com,Public,"Market value as of March 31, 2023.",129089.0,2023-06-05
155,Applied Materials,AMAT,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,1.0,yes,no,no,no,no,33000,103806.0,25785,11.8,6525,10.8,26726,Gary E. Dickerson,U.S.,Santa Clara,CA,www.appliedmaterials.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",103806.0,2023-06-05
156,EOG Resources,EOG,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,37.0,yes,no,no,no,no,2850,67371.0,25702,37.9,7759,66.4,41371,Ezra Y. Yacob,U.S.,Houston,TX,www.eogresources.com,Public,"Market value as of March 31, 2023.",67371.0,2023-06-05
157,Truist Financial,TFC,Financials,Commercial Banks,yes,no,no,yes,-2.0,no,yes,no,no,no,53987,45290.0,25356,9.9,6260,-2.8,555255,William H. Rogers Jr.,U.S.,Charlotte,NC,www.truist.com,Public,"Market value as of March 31, 2023.",45290.0,2023-06-05
158,Macy's,M,Retailing,General Merchandisers,yes,no,no,yes,-14.0,no,yes,no,no,no,94570,4747.0,25305,0.1,1177,-17.7,16866,Jeffrey Gennette,U.S.,New York,NY,www.macysinc.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",4747.0,2023-06-05
159,Union Pacific,UNP,Transportation,Railroads,yes,no,no,yes,4.0,yes,no,no,no,no,33179,123146.0,24875,14.1,6998,7.3,65449,Jim Vena,U.S.,Omaha,NE,www.up.com,Public,"Market value as of March 31, 2023.",123146.0,2023-06-05
160,C.H. Robinson Worldwide,CHRW,Transportation,Transportation and Logistics,yes,no,no,yes,-6.0,no,yes,no,no,no,17399,11417.0,24697,6.9,941,11.4,5955,Scott P. Anderson,U.S.,Eden Prairie,MN,www.chrobinson.com,Public,"Market value as of March 31, 2023.",11417.0,2023-06-05
161,Rite Aid,RAD,Food & Drug Stores,Food and Drug Stores,no,no,yes,yes,-13.0,no,yes,no,no,no,53000,127.0,24568,2.2,-539,,8529,Elizabeth Burr,U.S.,Philadelphia,PA,www.riteaid.com,Public,"Figures are for fiscal year ended Feb. 28, 2022. Market value as of March 31, 2023.",127.0,2023-06-05
162,Constellation Energy,CEG,Energy,Energy,no,no,no,,,,,yes,no,no,13370,25712.0,24440,,-160,,46909,Joseph Dominguez,U.S.,Baltimore,MD,www.constellationenergy.com,Public,"Spun off from Exelon (2022 rank: 218), Feb. 1, 2022. Market value as of March 31, 2023.",25712.0,2023-06-05
163,Avnet,AVT,Wholesalers,Wholesalers: Electronics and Office Equipment,yes,no,no,yes,17.0,yes,no,no,no,no,15300,4130.0,24311,24.4,692,258.5,10389,Philip R. Gallagher,U.S.,Phoenix,AZ,www.avnet.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",4130.0,2023-06-05
164,Pioneer Natural Resources,PXD,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,84.0,yes,no,no,no,no,2076,47997.0,24294,65.9,7845,270.4,35740,Scott D. Sheffield,U.S.,Irving,TX,www.pxd.com,Public,"Market value as of March 31, 2023.",47997.0,2023-06-05
165,Southwest Airlines,LUV,Transportation,Airlines,yes,no,no,yes,69.0,yes,no,no,no,no,66656,19338.0,23814,50.8,539,-44.8,35369,Robert E. Jordan,U.S.,Dallas,TX,www.southwest.com,Public,"Market value as of March 31, 2023.",19338.0,2023-06-05
166,CDW,CDW,Technology,Information Technology Services,yes,no,yes,yes,,,,no,no,no,15100,26337.0,23749,14.1,1115,12.7,13132,Christine A. Leahy,U.S.,Lincolnshire,IL,www.cdw.com,Public,"Market value as of March 31, 2023.",26337.0,2023-06-05
